"txn_id","account_id","txn_reference_no","txn_date","txn_type","dr_cr_flag","amount","balance_after_txn","channel_code","narration","counterparty_reference"
"TXN00000867","ACC00000139","000867","2026-04-20 06:21:59","CHEQUE","DR","14987.01","429209.02","IVR","TXN","S000867"
"TXN00000868","ACC00000139","000868","2026-05-14 06:21:59","UPI","CR","9285.51","842.69","NETBANKING","TXN","S000868"
"TXN00000869","ACC00000139","000869","2026-04-28 06:21:59","RTGS","CR","8310.21","468067.9","NETBANKING","TXN","S000869"
"TXN00000870","ACC00000139","000870","2026-04-11 06:21:59","CHEQUE","DR","48282.93","145080.81","IVR","TXN","S000870"
"TXN00000871","ACC00000139","000871","2026-04-22 06:21:59","TRANSFER","DR","28089.33","59207.99","IVR","TXN","S000871"
"TXN00000872","ACC00000139","000872","2026-03-24 06:21:59","RTGS","DR","16254.26","-42197.27","NETBANKING","TXN","S000872"
"TXN00000873","ACC00000139","000873","2026-05-23 06:21:59","UPI","CR","43228.64","385609.25","NETBANKING","TXN","S000873"
"TXN00000874","ACC00000140","000874","2026-04-05 06:21:59","NEFT","DR","49413.11","298861.18","IVR","TXN","S000874"
"TXN00000875","ACC00000140","000875","2026-05-29 06:21:59","NEFT","DR","11009.28","181096.86","IVR","TXN","S000875"
"TXN00000876","ACC00000140","000876","2026-05-20 06:21:59","NEFT","CR","10885.25","473807.28","IVR","TXN","S000876"
"TXN00000877","ACC00000140","000877","2026-06-09 06:21:59","UPI","CR","40707.59","116069.46","ATM","TXN","S000877"
"TXN00000878","ACC00000140","000878","2026-04-07 06:21:59","CHEQUE","DR","34995.93","177729.55","ATM","TXN","S000878"
"TXN00000879","ACC00000140","000879","2026-04-26 06:21:59","RTGS","CR","26206.17","12359.0","BRANCH","TXN","S000879"
"TXN00000880","ACC00000140","000880","2026-04-13 06:21:59","TRANSFER","CR","18718.76","277190.5","IVR","TXN","S000880"
"TXN00000881","ACC00000141","000881","2026-04-23 06:21:59","CHEQUE","CR","42270.07","298758.98","IVR","TXN","S000881"
"TXN00000882","ACC00000141","000882","2026-05-29 06:21:59","UPI","DR","40316.39","-699.13","MOBILE","TXN","S000882"
"TXN00000883","ACC00000141","000883","2026-03-24 06:21:59","TRANSFER","CR","5273.4","459975.9","MOBILE","TXN","S000883"
"TXN00000884","ACC00000141","000884","2026-03-21 06:21:59","UPI","CR","25217.74","317240.57","NETBANKING","TXN","S000884"
"TXN00000885","ACC00000141","000885","2026-05-14 06:21:59","TRANSFER","DR","38866.32","159593.91","BRANCH","TXN","S000885"
"TXN00000886","ACC00000141","000886","2026-04-11 06:21:59","CHEQUE","DR","17595.62","177114.11","NETBANKING","TXN","S000886"
"TXN00000887","ACC00000141","000887","2026-06-10 06:21:59","TRANSFER","CR","39131.58","105982.43","ATM","TXN","S000887"
"TXN00000888","ACC00000141","000888","2026-05-02 06:21:59","UPI","CR","33697.71","445102.99","NETBANKING","TXN","S000888"
"TXN00000889","ACC00000141","000889","2026-06-06 06:21:59","RTGS","DR","1409.72","412423.29","IVR","TXN","S000889"
"TXN00000890","ACC00000142","000890","2026-04-29 06:21:59","CHEQUE","DR","47962.11","83007.11","NETBANKING","TXN","S000890"
"TXN00000891","ACC00000142","000891","2026-05-17 06:21:59","TRANSFER","CR","41444.64","186006.34","NETBANKING","TXN","S000891"
"TXN00000892","ACC00000142","000892","2026-05-19 06:21:59","TRANSFER","CR","45218.15","37144.01","BRANCH","TXN","S000892"
"TXN00000893","ACC00000142","000893","2026-05-29 06:21:59","TRANSFER","DR","25262.43","381354.71","ATM","TXN","S000893"
"TXN00000894","ACC00000142","000894","2026-04-01 06:21:59","NEFT","DR","47440.15","1289.93","MOBILE","TXN","S000894"
"TXN00000895","ACC00000142","000895","2026-04-16 06:21:59","TRANSFER","DR","31481.82","34176.74","IVR","TXN","S000895"
"TXN00000896","ACC00000142","000896","2026-04-02 06:21:59","UPI","DR","28632.51","358286.79","BRANCH","TXN","S000896"
"TXN00000897","ACC00000142","000897","2026-04-13 06:21:59","NEFT","CR","9409.1","113307.38","IVR","TXN","S000897"
"TXN00000898","ACC00000143","000898","2026-04-23 06:21:59","RTGS","CR","32996.96","-4370.15","BRANCH","TXN","S000898"
"TXN00000899","ACC00000143","000899","2026-03-22 06:21:59","TRANSFER","DR","31955.49","426816.48","MOBILE","TXN","S000899"
"TXN00000900","ACC00000143","000900","2026-04-13 06:21:59","RTGS","DR","5443.13","94097.07","BRANCH","TXN","S000900"
"TXN00000901","ACC00000143","000901","2026-05-30 06:21:59","RTGS","DR","24762.83","451995.52","BRANCH","TXN","S000901"
"TXN00000902","ACC00000143","000902","2026-04-21 06:21:59","UPI","DR","24602.74","177559.82","NETBANKING","TXN","S000902"
"TXN00000903","ACC00000143","000903","2026-03-22 06:21:59","CHEQUE","DR","10593.77","156389.9","ATM","TXN","S000903"
"TXN00000904","ACC00000144","000904","2026-05-21 06:21:59","NEFT","DR","15007.87","312816.52","IVR","TXN","S000904"
"TXN00000905","ACC00000144","000905","2026-06-06 06:21:59","RTGS","DR","48798.2","216151.05","IVR","TXN","S000905"
"TXN00000906","ACC00000144","000906","2026-03-26 06:21:59","RTGS","DR","8003.57","459620.75","BRANCH","TXN","S000906"
"TXN00000907","ACC00000144","000907","2026-03-25 06:21:59","TRANSFER","DR","26844.11","231459.6","BRANCH","TXN","S000907"
"TXN00000908","ACC00000144","000908","2026-05-14 06:21:59","NEFT","CR","5827.94","-33776.31","BRANCH","TXN","S000908"
"TXN00000909","ACC00000144","000909","2026-05-13 06:21:59","NEFT","DR","36414.42","97174.79","NETBANKING","TXN","S000909"
"TXN00000910","ACC00000144","000910","2026-05-16 06:21:59","TRANSFER","DR","17492.81","308558.49","NETBANKING","TXN","S000910"
"TXN00000911","ACC00000144","000911","2026-04-08 06:21:59","CHEQUE","CR","25681.56","457291.45","ATM","TXN","S000911"
"TXN00000912","ACC00000144","000912","2026-05-19 06:21:59","RTGS","DR","34384.17","479029.21","MOBILE","TXN","S000912"
"TXN00000913","ACC00000144","000913","2026-03-28 06:21:59","NEFT","CR","8366.09","474569.14","NETBANKING","TXN","S000913"
"TXN00000914","ACC00000145","000914","2026-04-14 06:21:59","RTGS","CR","29856.86","398740.71","IVR","TXN","S000914"
"TXN00000915","ACC00000145","000915","2026-05-28 06:21:59","TRANSFER","CR","21522.72","144103.53","MOBILE","TXN","S000915"
"TXN00000916","ACC00000145","000916","2026-04-14 06:21:59","TRANSFER","DR","44483.54","89185.01","NETBANKING","TXN","S000916"
"TXN00000917","ACC00000145","000917","2026-05-04 06:21:59","UPI","CR","19975.5","48947.33","ATM","TXN","S000917"
"TXN00000918","ACC00000145","000918","2026-04-17 06:21:59","UPI","DR","17951.45","68351.29","ATM","TXN","S000918"
"TXN00000919","ACC00000145","000919","2026-04-24 06:21:59","UPI","DR","38997.78","-44701.85","MOBILE","TXN","S000919"
"TXN00000920","ACC00000145","000920","2026-04-29 06:21:59","RTGS","DR","23322.29","444309.19","IVR","TXN","S000920"
"TXN00000921","ACC00000145","000921","2026-06-02 06:21:59","NEFT","CR","14252.35","239994.3","MOBILE","TXN","S000921"
"TXN00000922","ACC00000145","000922","2026-03-31 06:21:59","UPI","CR","35841.65","265671.62","NETBANKING","TXN","S000922"
"TXN00000923","ACC00000146","000923","2026-05-01 06:21:59","UPI","CR","9987.71","391498.86","NETBANKING","TXN","S000923"
"TXN00000924","ACC00000146","000924","2026-06-05 06:21:59","UPI","CR","21119.74","199031.81","IVR","TXN","S000924"
"TXN00000925","ACC00000146","000925","2026-04-30 06:21:59","UPI","CR","11897.45","106770.3","IVR","TXN","S000925"
"TXN00000926","ACC00000146","000926","2026-06-10 06:21:59","CHEQUE","CR","14289.85","-29645.49","IVR","TXN","S000926"
"TXN00000927","ACC00000146","000927","2026-04-04 06:21:59","UPI","DR","16935.75","-11800.24","MOBILE","TXN","S000927"
"TXN00000928","ACC00000146","000928","2026-04-18 06:21:59","RTGS","CR","13806.21","170189.39","IVR","TXN","S000928"
"TXN00000929","ACC00000146","000929","2026-05-01 06:21:59","CHEQUE","CR","30654.8","114144.1","NETBANKING","TXN","S000929"
"TXN00000930","ACC00000146","000930","2026-04-08 06:21:59","TRANSFER","DR","42169.47","6508.99","BRANCH","TXN","S000930"
"TXN00000931","ACC00000146","000931","2026-06-04 06:21:59","RTGS","DR","7022.85","423763.82","NETBANKING","TXN","S000931"
"TXN00000932","ACC00000147","000932","2026-05-20 06:21:59","RTGS","DR","9638.87","398881.19","IVR","TXN","S000932"
"TXN00000933","ACC00000147","000933","2026-06-10 06:21:59","UPI","DR","13058.42","10941.98","ATM","TXN","S000933"
"TXN00000934","ACC00000147","000934","2026-06-01 06:21:59","TRANSFER","CR","16533.52","385395.31","NETBANKING","TXN","S000934"
"TXN00000935","ACC00000147","000935","2026-05-07 06:21:59","TRANSFER","DR","46250.43","203381.57","BRANCH","TXN","S000935"
"TXN00000936","ACC00000147","000936","2026-05-01 06:21:59","CHEQUE","DR","37676.44","300297.01","MOBILE","TXN","S000936"
"TXN00000937","ACC00000147","000937","2026-04-05 06:21:59","CHEQUE","DR","28936.45","486992.2","ATM","TXN","S000937"
"TXN00000938","ACC00000148","000938","2026-05-13 06:21:59","RTGS","DR","13264.22","341259.76","ATM","TXN","S000938"
"TXN00000939","ACC00000148","000939","2026-03-31 06:21:59","NEFT","DR","33008.09","332230.79","MOBILE","TXN","S000939"
"TXN00000940","ACC00000148","000940","2026-04-08 06:21:59","NEFT","DR","10702.53","207482.71","NETBANKING","TXN","S000940"
"TXN00000941","ACC00000148","000941","2026-05-17 06:21:59","NEFT","CR","5316.28","397697.48","IVR","TXN","S000941"
"TXN00000942","ACC00000148","000942","2026-04-06 06:21:59","RTGS","CR","38048.35","339681.8","BRANCH","TXN","S000942"
"TXN00000943","ACC00000148","000943","2026-04-07 06:21:59","NEFT","DR","45714.85","454183.48","NETBANKING","TXN","S000943"
"TXN00000944","ACC00000148","000944","2026-04-14 06:21:59","NEFT","DR","39023.05","-12248.38","NETBANKING","TXN","S000944"
"TXN00000945","ACC00000148","000945","2026-05-20 06:21:59","TRANSFER","CR","47579.58","306610.63","BRANCH","TXN","S000945"
"TXN00000946","ACC00000148","000946","2026-04-12 06:21:59","NEFT","DR","37276.8","-40876.64","NETBANKING","TXN","S000946"
"TXN00000947","ACC00000148","000947","2026-05-18 06:21:59","TRANSFER","CR","1526.45","198952.5","ATM","TXN","S000947"
"TXN00000948","ACC00000149","000948","2026-04-01 06:21:59","NEFT","DR","17785.9","32841.03","IVR","TXN","S000948"
"TXN00000949","ACC00000149","000949","2026-04-16 06:21:59","RTGS","CR","2752.54","153379.37","MOBILE","TXN","S000949"
"TXN00000950","ACC00000149","000950","2026-03-19 06:21:59","CHEQUE","CR","36626.88","56662.39","BRANCH","TXN","S000950"
"TXN00000951","ACC00000149","000951","2026-04-20 06:21:59","TRANSFER","DR","29743.05","284096.47","IVR","TXN","S000951"
"TXN00000952","ACC00000150","000952","2026-05-28 06:21:59","UPI","DR","32352.61","70768.87","MOBILE","TXN","S000952"
"TXN00000953","ACC00000150","000953","2026-06-06 06:21:59","TRANSFER","CR","12014.48","5567.6","BRANCH","TXN","S000953"
"TXN00000954","ACC00000150","000954","2026-03-23 06:21:59","UPI","CR","19656.21","70938.56","ATM","TXN","S000954"
"TXN00000955","ACC00000150","000955","2026-04-08 06:21:59","NEFT","DR","8634.35","141198.21","ATM","TXN","S000955"
"TXN00000956","ACC00000150","000956","2026-03-26 06:21:59","UPI","CR","36720.73","51793.35","IVR","TXN","S000956"
"TXN00000957","ACC00000150","000957","2026-04-10 06:21:59","NEFT","CR","42642.94","43627.92","MOBILE","TXN","S000957"
"TXN00000958","ACC00000150","000958","2026-05-20 06:21:59","CHEQUE","DR","16674.55","28008.51","MOBILE","TXN","S000958"
"TXN00000959","ACC00000150","000959","2026-03-17 06:21:59","UPI","CR","21453.34","47633.28","ATM","TXN","S000959"
"TXN00000960","ACC00000150","000960","2026-06-01 06:21:59","UPI","DR","33992.23","276702.84","NETBANKING","TXN","S000960"
"TXN00000961","ACC00000151","000961","2026-04-09 06:21:59","UPI","DR","23681.16","400409.54","IVR","TXN","S000961"
"TXN00000962","ACC00000151","000962","2026-03-15 06:21:59","TRANSFER","CR","41784.42","226730.56","BRANCH","TXN","S000962"
"TXN00000963","ACC00000151","000963","2026-05-29 06:21:59","RTGS","DR","15299.65","198938.99","ATM","TXN","S000963"
"TXN00000964","ACC00000152","000964","2026-03-18 06:21:59","CHEQUE","CR","12751.49","-42541.42","ATM","TXN","S000964"
"TXN00000965","ACC00000152","000965","2026-05-03 06:21:59","TRANSFER","CR","44579.48","216395.16","ATM","TXN","S000965"
"TXN00000966","ACC00000152","000966","2026-03-15 06:21:59","CHEQUE","DR","7480.23","420946.04","BRANCH","TXN","S000966"
"TXN00000967","ACC00000152","000967","2026-04-26 06:21:59","TRANSFER","CR","1642.14","357556.84","NETBANKING","TXN","S000967"
"TXN00000968","ACC00000152","000968","2026-04-25 06:21:59","NEFT","DR","37243.82","456355.99","NETBANKING","TXN","S000968"
"TXN00000969","ACC00000152","000969","2026-03-21 06:21:59","TRANSFER","DR","48276.11","444571.76","NETBANKING","TXN","S000969"
"TXN00000970","ACC00000152","000970","2026-04-04 06:21:59","RTGS","DR","13338.94","438397.2","NETBANKING","TXN","S000970"
"TXN00000971","ACC00000153","000971","2026-05-06 06:21:59","TRANSFER","CR","9609.58","236042.75","ATM","TXN","S000971"
"TXN00000972","ACC00000153","000972","2026-03-24 06:21:59","CHEQUE","DR","21729.64","261664.34","ATM","TXN","S000972"
"TXN00000973","ACC00000153","000973","2026-05-05 06:21:59","CHEQUE","DR","48476.55","459978.17","BRANCH","TXN","S000973"
"TXN00000974","ACC00000153","000974","2026-04-12 06:21:59","RTGS","DR","26206.99","293087.32","BRANCH","TXN","S000974"
"TXN00000975","ACC00000153","000975","2026-05-03 06:21:59","RTGS","CR","14484.17","-41424.18","MOBILE","TXN","S000975"
"TXN00000976","ACC00000153","000976","2026-05-14 06:21:59","UPI","CR","41290.98","-20743.69","ATM","TXN","S000976"
"TXN00000977","ACC00000153","000977","2026-06-10 06:21:59","UPI","CR","17677.55","-22553.87","BRANCH","TXN","S000977"
"TXN00000978","ACC00000153","000978","2026-04-27 06:21:59","TRANSFER","CR","39284.64","315929.3","IVR","TXN","S000978"
"TXN00000979","ACC00000153","000979","2026-05-22 06:21:59","NEFT","DR","35688.54","497752.84","BRANCH","TXN","S000979"
"TXN00000980","ACC00000154","000980","2026-03-28 06:21:59","UPI","DR","14611.02","210247.77","ATM","TXN","S000980"
"TXN00000981","ACC00000154","000981","2026-05-10 06:21:59","UPI","CR","21185.91","441168.5","ATM","TXN","S000981"
"TXN00000982","ACC00000154","000982","2026-03-26 06:21:59","CHEQUE","CR","8747.77","323407.77","ATM","TXN","S000982"
"TXN00000983","ACC00000154","000983","2026-03-28 06:21:59","NEFT","DR","34197.73","87511.24","NETBANKING","TXN","S000983"
"TXN00000984","ACC00000154","000984","2026-04-01 06:21:59","UPI","DR","15123.01","113533.78","NETBANKING","TXN","S000984"
"TXN00000985","ACC00000154","000985","2026-04-02 06:21:59","CHEQUE","DR","18860.7","2823.26","IVR","TXN","S000985"
"TXN00000986","ACC00000154","000986","2026-04-15 06:21:59","RTGS","CR","25240.38","207608.38","NETBANKING","TXN","S000986"
"TXN00000987","ACC00000154","000987","2026-04-12 06:21:59","CHEQUE","CR","48076.2","-34779.88","IVR","TXN","S000987"
"TXN00000988","ACC00000154","000988","2026-06-07 06:21:59","NEFT","CR","4512.61","288364.7","ATM","TXN","S000988"
"TXN00000989","ACC00000155","000989","2026-03-28 06:21:59","TRANSFER","CR","6451.02","444951.83","ATM","TXN","S000989"
"TXN00000990","ACC00000155","000990","2026-06-04 06:21:59","UPI","CR","6384.2","204544.3","IVR","TXN","S000990"
"TXN00000991","ACC00000155","000991","2026-04-13 06:21:59","RTGS","DR","4324.49","406441.86","MOBILE","TXN","S000991"
"TXN00000992","ACC00000155","000992","2026-04-29 06:21:59","TRANSFER","DR","41114.81","214807.35","ATM","TXN","S000992"
"TXN00000993","ACC00000155","000993","2026-06-03 06:21:59","TRANSFER","DR","37049.6","356649.88","MOBILE","TXN","S000993"
"TXN00000994","ACC00000155","000994","2026-03-13 06:21:59","TRANSFER","DR","25861.58","357233.27","NETBANKING","TXN","S000994"
"TXN00000995","ACC00000156","000995","2026-05-13 06:21:59","RTGS","DR","15114.52","345528.12","MOBILE","TXN","S000995"
"TXN00000996","ACC00000156","000996","2026-04-09 06:21:59","UPI","DR","5823.97","34162.15","MOBILE","TXN","S000996"
"TXN00000997","ACC00000156","000997","2026-04-05 06:21:59","UPI","DR","12435.58","210558.32","IVR","TXN","S000997"
"TXN00000998","ACC00000156","000998","2026-04-15 06:21:59","UPI","CR","2877.09","114958.07","NETBANKING","TXN","S000998"
"TXN00000999","ACC00000156","000999","2026-05-18 06:21:59","TRANSFER","DR","42101.87","93149.34","IVR","TXN","S000999"
"TXN00001000","ACC00000157","001000","2026-03-18 06:21:59","UPI","DR","21674.45","51644.32","BRANCH","TXN","S001000"
"TXN00001001","ACC00000157","001001","2026-05-20 06:21:59","RTGS","DR","23860.3","109196.97","MOBILE","TXN","S001001"
"TXN00001002","ACC00000157","001002","2026-03-27 06:21:59","RTGS","CR","18430.24","165154.07","MOBILE","TXN","S001002"
"TXN00001003","ACC00000157","001003","2026-04-12 06:21:59","NEFT","CR","40693.33","-34616.14","NETBANKING","TXN","S001003"
"TXN00001004","ACC00000157","001004","2026-05-26 06:21:59","RTGS","CR","649.88","-31254.05","IVR","TXN","S001004"
"TXN00001005","ACC00000157","001005","2026-04-15 06:21:59","RTGS","DR","45414.61","479538.09","NETBANKING","TXN","S001005"
"TXN00001006","ACC00000157","001006","2026-04-13 06:21:59","NEFT","CR","555.09","146761.21","IVR","TXN","S001006"
"TXN00001007","ACC00000157","001007","2026-05-15 06:21:59","TRANSFER","CR","45137.27","164843.38","MOBILE","TXN","S001007"
"TXN00001008","ACC00000157","001008","2026-05-19 06:21:59","TRANSFER","DR","17658.16","136610.09","BRANCH","TXN","S001008"
"TXN00001009","ACC00000157","001009","2026-05-06 06:21:59","UPI","CR","46181.5","453888.01","NETBANKING","TXN","S001009"
"TXN00001010","ACC00000158","001010","2026-04-11 06:21:59","TRANSFER","DR","28844.34","376468.9","IVR","TXN","S001010"
"TXN00001011","ACC00000158","001011","2026-05-08 06:21:59","TRANSFER","DR","34918.66","475357.03","ATM","TXN","S001011"
"TXN00001012","ACC00000158","001012","2026-03-28 06:21:59","UPI","CR","3471.74","418617.15","BRANCH","TXN","S001012"
"TXN00001013","ACC00000158","001013","2026-05-12 06:21:59","CHEQUE","DR","33296.52","463828.65","NETBANKING","TXN","S001013"
"TXN00001014","ACC00000158","001014","2026-04-30 06:21:59","NEFT","DR","49068.29","7987.5","BRANCH","TXN","S001014"
"TXN00001015","ACC00000158","001015","2026-04-22 06:21:59","UPI","CR","46126.55","286546.99","MOBILE","TXN","S001015"
"TXN00001016","ACC00000158","001016","2026-06-06 06:21:59","RTGS","DR","22132.27","283593.32","MOBILE","TXN","S001016"
"TXN00001017","ACC00000158","001017","2026-05-19 06:21:59","CHEQUE","CR","5472.28","157695.92","IVR","TXN","S001017"
"TXN00001018","ACC00000158","001018","2026-03-31 06:21:59","CHEQUE","DR","9866.33","190633.17","ATM","TXN","S001018"
"TXN00001019","ACC00000159","001019","2026-05-16 06:21:59","TRANSFER","DR","21759.74","394769.72","BRANCH","TXN","S001019"
"TXN00001020","ACC00000159","001020","2026-05-30 06:21:59","UPI","DR","31492.87","61946.79","BRANCH","TXN","S001020"
"TXN00001021","ACC00000159","001021","2026-06-10 06:21:59","TRANSFER","CR","38741.85","250619.46","MOBILE","TXN","S001021"
"TXN00001022","ACC00000159","001022","2026-04-28 06:21:59","TRANSFER","DR","34149.82","222896.51","BRANCH","TXN","S001022"
"TXN00001023","ACC00000159","001023","2026-03-29 06:21:59","RTGS","CR","25092.43","290163.38","IVR","TXN","S001023"
"TXN00001024","ACC00000159","001024","2026-05-24 06:21:59","CHEQUE","DR","22000.02","430687.3","IVR","TXN","S001024"
"TXN00001025","ACC00000160","001025","2026-05-25 06:21:59","CHEQUE","CR","5135.56","76815.43","IVR","TXN","S001025"
"TXN00001026","ACC00000160","001026","2026-04-02 06:21:59","RTGS","CR","1224.87","457250.33","ATM","TXN","S001026"
"TXN00001027","ACC00000160","001027","2026-04-22 06:21:59","NEFT","CR","3490.85","482463.15","MOBILE","TXN","S001027"
"TXN00001028","ACC00000160","001028","2026-04-03 06:21:59","TRANSFER","DR","42674.44","225025.85","NETBANKING","TXN","S001028"
"TXN00001029","ACC00000161","001029","2026-04-02 06:21:59","RTGS","DR","29180.35","309277.6","MOBILE","TXN","S001029"
"TXN00001030","ACC00000161","001030","2026-04-28 06:21:59","RTGS","CR","13117.97","438415.42","MOBILE","TXN","S001030"
"TXN00001031","ACC00000161","001031","2026-05-24 06:21:59","RTGS","DR","27399.66","458295.84","MOBILE","TXN","S001031"
"TXN00001032","ACC00000162","001032","2026-04-08 06:21:59","TRANSFER","DR","40302.54","447378.13","MOBILE","TXN","S001032"
"TXN00001033","ACC00000162","001033","2026-04-27 06:21:59","TRANSFER","DR","47500.4","356609.17","MOBILE","TXN","S001033"
"TXN00001034","ACC00000162","001034","2026-04-01 06:21:59","RTGS","CR","47335.37","347831.38","MOBILE","TXN","S001034"
"TXN00001035","ACC00000162","001035","2026-06-06 06:21:59","RTGS","CR","25429.45","187333.56","ATM","TXN","S001035"
"TXN00001036","ACC00000162","001036","2026-05-12 06:21:59","UPI","DR","46569.2","375487.28","BRANCH","TXN","S001036"
"TXN00001037","ACC00000162","001037","2026-04-03 06:21:59","UPI","CR","34128.87","253872.78","MOBILE","TXN","S001037"
"TXN00001038","ACC00000163","001038","2026-04-23 06:21:59","CHEQUE","DR","21542.96","252249.71","MOBILE","TXN","S001038"
"TXN00001039","ACC00000163","001039","2026-04-15 06:21:59","RTGS","DR","44867.62","143484.0","ATM","TXN","S001039"
"TXN00001040","ACC00000163","001040","2026-04-16 06:21:59","UPI","DR","11984.69","273739.61","BRANCH","TXN","S001040"
"TXN00001041","ACC00000163","001041","2026-04-19 06:21:59","UPI","DR","49547.84","430290.7","BRANCH","TXN","S001041"
"TXN00001042","ACC00000163","001042","2026-06-03 06:21:59","CHEQUE","DR","2927.06","49326.41","MOBILE","TXN","S001042"
"TXN00001043","ACC00000163","001043","2026-05-01 06:21:59","NEFT","CR","30160.56","498948.84","BRANCH","TXN","S001043"
"TXN00001044","ACC00000163","001044","2026-03-25 06:21:59","UPI","CR","23987.2","311124.66","MOBILE","TXN","S001044"
"TXN00001045","ACC00000163","001045","2026-05-09 06:21:59","RTGS","DR","24796.97","443702.1","BRANCH","TXN","S001045"
"TXN00001046","ACC00000163","001046","2026-04-15 06:21:59","TRANSFER","CR","47077.21","110975.88","BRANCH","TXN","S001046"
"TXN00001047","ACC00000164","001047","2026-05-01 06:21:59","CHEQUE","DR","2794.48","338025.92","IVR","TXN","S001047"
"TXN00001048","ACC00000164","001048","2026-04-09 06:21:59","NEFT","CR","4014.46","412783.94","IVR","TXN","S001048"
"TXN00001049","ACC00000164","001049","2026-05-12 06:21:59","NEFT","CR","37121.24","17511.43","BRANCH","TXN","S001049"
"TXN00001050","ACC00000164","001050","2026-06-06 06:21:59","CHEQUE","DR","34947.26","474174.73","MOBILE","TXN","S001050"
"TXN00001051","ACC00000164","001051","2026-04-08 06:21:59","TRANSFER","DR","13587.9","161297.16","MOBILE","TXN","S001051"
"TXN00001052","ACC00000164","001052","2026-06-03 06:21:59","CHEQUE","CR","42743.25","222446.62","NETBANKING","TXN","S001052"
"TXN00001053","ACC00000164","001053","2026-04-22 06:21:59","NEFT","CR","2316.34","158629.84","NETBANKING","TXN","S001053"
"TXN00001054","ACC00000165","001054","2026-03-18 06:21:59","RTGS","CR","1662.17","465473.14","IVR","TXN","S001054"
"TXN00001055","ACC00000165","001055","2026-04-28 06:21:59","TRANSFER","CR","40531.16","69099.28","MOBILE","TXN","S001055"
"TXN00001056","ACC00000165","001056","2026-04-28 06:21:59","UPI","CR","43300.54","394068.18","IVR","TXN","S001056"
"TXN00001057","ACC00000166","001057","2026-03-16 06:21:59","TRANSFER","CR","42939.85","204926.4","IVR","TXN","S001057"
"TXN00001058","ACC00000166","001058","2026-03-30 06:21:59","CHEQUE","CR","8211.19","207032.86","BRANCH","TXN","S001058"
"TXN00001059","ACC00000166","001059","2026-05-25 06:21:59","RTGS","DR","14106.94","-2954.72","BRANCH","TXN","S001059"
"TXN00001060","ACC00000166","001060","2026-04-02 06:21:59","CHEQUE","CR","16942.86","-28766.59","ATM","TXN","S001060"
"TXN00001061","ACC00000166","001061","2026-04-25 06:21:59","TRANSFER","CR","32995.57","-43213.49","ATM","TXN","S001061"
"TXN00001062","ACC00000166","001062","2026-03-30 06:21:59","NEFT","CR","41816.39","194094.78","MOBILE","TXN","S001062"
"TXN00001063","ACC00000166","001063","2026-04-15 06:21:59","RTGS","DR","23375.33","214114.35","IVR","TXN","S001063"
"TXN00001064","ACC00000166","001064","2026-05-14 06:21:59","UPI","CR","3023.38","102045.12","IVR","TXN","S001064"
"TXN00001065","ACC00000166","001065","2026-04-01 06:21:59","CHEQUE","CR","47669.34","48892.15","ATM","TXN","S001065"
"TXN00001066","ACC00000167","001066","2026-04-08 06:21:59","NEFT","DR","11448.2","30795.98","IVR","TXN","S001066"
"TXN00001067","ACC00000167","001067","2026-03-19 06:21:59","UPI","DR","11710.36","51340.52","IVR","TXN","S001067"
"TXN00001068","ACC00000167","001068","2026-04-15 06:21:59","NEFT","CR","2193.58","-16552.92","ATM","TXN","S001068"
"TXN00001069","ACC00000167","001069","2026-05-09 06:21:59","RTGS","DR","33951.55","247242.74","MOBILE","TXN","S001069"
"TXN00001070","ACC00000167","001070","2026-03-26 06:21:59","UPI","DR","17551.51","228815.87","MOBILE","TXN","S001070"
"TXN00001071","ACC00000167","001071","2026-04-06 06:21:59","RTGS","DR","11925.24","263701.24","NETBANKING","TXN","S001071"
"TXN00001072","ACC00000167","001072","2026-06-01 06:21:59","NEFT","CR","43805.07","-36417.97","IVR","TXN","S001072"
"TXN00001073","ACC00000168","001073","2026-04-29 06:21:59","RTGS","CR","44879.87","208876.77","ATM","TXN","S001073"
"TXN00001074","ACC00000168","001074","2026-03-23 06:21:59","UPI","DR","8099.61","109979.95","BRANCH","TXN","S001074"
"TXN00001075","ACC00000168","001075","2026-03-27 06:21:59","NEFT","DR","5400.98","394418.82","IVR","TXN","S001075"
"TXN00001076","ACC00000168","001076","2026-04-06 06:21:59","CHEQUE","CR","47003.0","406899.72","MOBILE","TXN","S001076"
"TXN00001077","ACC00000168","001077","2026-03-18 06:21:59","UPI","DR","19116.37","475348.64","BRANCH","TXN","S001077"
"TXN00001078","ACC00000168","001078","2026-03-30 06:21:59","UPI","CR","26994.47","416177.29","IVR","TXN","S001078"
"TXN00001079","ACC00000168","001079","2026-06-04 06:21:59","TRANSFER","CR","32993.97","192559.58","ATM","TXN","S001079"
"TXN00001080","ACC00000168","001080","2026-05-17 06:21:59","RTGS","CR","45562.37","83690.34","ATM","TXN","S001080"
"TXN00001081","ACC00000169","001081","2026-04-13 06:21:59","UPI","CR","37434.6","331190.22","NETBANKING","TXN","S001081"
"TXN00001082","ACC00000169","001082","2026-04-19 06:21:59","TRANSFER","CR","4076.53","228103.89","ATM","TXN","S001082"
"TXN00001083","ACC00000169","001083","2026-03-19 06:21:59","CHEQUE","CR","30300.41","382467.28","BRANCH","TXN","S001083"
